Id,Title,Latitude,Longitude,Image
96,Royal Botanic Gardens ,-33.865619,151.216274,Image1
97,Royal Botanic Gardens ,-33.864916,151.213478,Image2
98,Royal Botanic Gardens ,-33.864884,151.21593,Image3
99,Royal Botanic Gardens ,-33.864883,151.215935,Image4
100,Royal Botanic Gardens ,-33.864741,151.218408,Image1
101,Royal Botanic Gardens ,-33.864725,151.216841,Image1
102,Royal Botanic Gardens ,-33.864676,151.217657,Image2
103,Royal Botanic Gardens ,-33.864654,151.217847,Image3
104,Royal Botanic Gardens ,-33.864617,151.215921,Image4
105,Royal Botanic Gardens ,-33.864614,151.217012,Image1
106,Royal Botanic Gardens ,-33.864583,151.218947,Image1
107,Royal Botanic Gardens ,-33.864559,151.214191,Image2
108,Royal Botanic Gardens ,-33.864552,151.219019,Image3
109,Royal Botanic Gardens ,-33.864507,151.217288,Image4
110,Royal Botanic Gardens ,-33.86447,151.215748,Image1
111,Sydney ,-33.864442,151.247164,Image1
112,Royal Botanic Gardens ,-33.863935,151.217092,Image2
113,Royal Botanic Gardens ,-33.863931,151.217172,Image3
114,Royal Botanic Gardens ,-33.863913,151.21722,Image4
115,Sydney ,-33.863744,151.249428,Image1
116,Sydney ,-33.863633,151.249814,Image1
117,Royal Botanic Gardens ,-33.863609,151.217132,Image2
118,Darling Harbour ,-33.863603,151.197159,Image3
119,Sydney ,-33.863542,151.250075,Image4
120,Royal Botanic Gardens ,-33.863389,151.21819,Image1
121,Royal Botanic Gardens ,-33.863376,151.218161,Image1
122,The Domain ,-33.862962,151.222186,Image2
123,The Domain ,-33.862526,151.222814,Image3
124,Sydney ,-33.860719,151.234,Image4
125,Sydney ,-33.860381,151.217208,Image1
126,Sydney ,-33.860345,151.221277,Image1
127,The Domain ,-33.860328,151.22119,Image2
128,Sydney ,-33.860228,151.233442,Image3
129,The Domain ,-33.859549,151.221782,Image4
130,Sydney ,-33.859319,151.208657,Image1
131,The Domain ,-33.859303,151.221678,Image1
132,The Domain ,-33.859191,151.22182,Image2
133,Sydney ,-33.858369,151.230592,Image3
134,Sydney ,-33.858355,151.215456,Image4
135,Sydney ,-33.858253,151.231828,Image1
136,Sydney ,-33.858228,151.230969,Image1
137,Sydney ,-33.858125,151.230267,Image2
138,Sydney ,-33.858047,151.229881,Image3
139,Sydney ,-33.858042,151.2299,Image4
140,Sydney ,-33.857903,151.229583,Image1
141,Taroonga Zoo ,-33.857846,151.212494,Image1
142,Sydney ,-33.857661,151.235731,Image2
143,Sydney ,-33.857377,151.215628,Image3
144,Sydney ,-33.857346,151.214976,Image4
145,Sydney ,-33.857325,151.228869,Image1
146,Sydney ,-33.857319,151.240397,Image1
147,Sydney ,-33.857257,151.215609,Image2
148,Sydney ,-33.857216,151.214601,Image3
149,Taroonga Zoo ,-33.857186,151.212676,Image4
150,Sydney ,-33.857044,151.246203,Image1
151,Sydney ,-33.857033,151.227683,Image1
152,Sydney ,-33.856874,151.214962,Image2
153,Sydney ,-33.856778,151.238128,Image3
154,Sydney ,-33.856635,151.215923,Image4
155,Sydney ,-33.856311,151.226375,Image1
156,Sydney ,-33.856306,151.231892,Image1
157,Sydney ,-33.856272,151.230275,Image2
158,Sydney ,-33.856256,151.226817,Image3
159,Sydney ,-33.856253,151.226667,Image4
160,Sydney ,-33.856233,151.229031,Image1
161,Sydney ,-33.856199,151.215407,Image1
162,Sydney ,-33.856165,151.215094,Image2
163,Sydney ,-33.856106,151.225739,Image3
164,Sydney ,-33.856067,151.197673,Image4
165,Sydney ,-33.856008,151.222164,Image1
166,Sydney ,-33.85592,151.210132,Image1
167,Sydney ,-33.855908,151.221431,Image2
168,Sydney ,-33.855906,151.221431,Image3
169,Sydney ,-33.855903,151.210083,Image4
170,Sydney ,-33.855881,151.211956,Image1
171,Sydney ,-33.855844,151.212092,Image1
172,Sydney ,-33.855813,151.208615,Image2
173,Sydney ,-33.855807,151.208626,Image3
174,Sydney ,-33.855786,151.208562,Image4
175,Sydney ,-33.85576,151.210365,Image1
176,Sydney ,-33.855725,151.223708,Image1
177,Sydney ,-33.855703,151.248342,Image2
178,Sydney ,-33.855661,151.248478,Image3
179,Sydney ,-33.855283,151.210502,Image4
180,Sydney ,-33.855192,151.210439,Image1
181,Sydney ,-33.855125,151.250058,Image1
182,Taroonga Zoo ,-33.855121,151.21428,Image2
183,Sydney ,-33.855028,151.250311,Image3
184,Sydney ,-33.854993,151.2103,Image4
185,Sydney ,-33.854981,151.250433,Image1
186,Sydney ,-33.854846,151.210211,Image1
187,Sydney ,-33.854842,151.250806,Image2
188,Sydney ,-33.854743,151.210236,Image3
189,Taroonga Zoo ,-33.854702,151.216694,Image4
190,Sydney ,-33.8547,151.251186,Image1
191,Sydney ,-33.854669,151.220353,Image1
192,Sydney ,-33.854606,151.251428,Image2
193,Sydney ,-33.854567,151.214819,Image3
194,Sydney ,-33.854565,151.208878,Image4
195,Sydney ,-33.854508,151.251675,Image1
196,Sydney ,-33.854458,151.251797,Image1
197,Sydney ,-33.854353,151.25205,Image2
198,Sydney ,-33.85432,151.208728,Image3
199,Sydney ,-33.854239,151.216264,Image4
200,Sydney ,-33.854233,151.214506,Image1
201,Sydney ,-33.854222,151.215983,Image1
202,Sydney ,-33.85418,151.209479,Image2
203,Taroonga Zoo ,-33.854026,151.218883,Image3
204,Sydney ,-33.853928,151.252881,Image4
205,Sydney ,-33.853909,151.209077,Image1
206,Taroonga Zoo ,-33.853822,151.219478,Image1
207,Sydney ,-33.853806,151.209999,Image2
208,Sydney ,-33.853678,151.210064,Image3
209,Sydney ,-33.853582,151.208665,Image4
210,Sydney ,-33.85349,151.210235,Image1
211,Sydney ,-33.853372,151.210273,Image1
212,Sydney ,-33.853366,151.210284,Image2
213,Sydney ,-33.853318,151.210294,Image3
214,Sydney ,-33.853125,151.210337,Image4
215,Sydney ,-33.853109,151.210396,Image1
216,Taroonga Zoo ,-33.85305,151.222134,Image1
217,Sydney ,-33.85298,151.210493,Image2
218,Sydney ,-33.852873,151.210541,Image3
219,Taroonga Zoo ,-33.852755,151.223952,Image4
220,Sydney ,-33.852621,151.210632,Image1
221,Sydney ,-33.852476,151.210724,Image1
222,Sydney ,-33.852356,151.255294,Image2
223,Sydney ,-33.851999,151.211137,Image3
224,Taroonga Zoo ,-33.851907,151.229156,Image4
225,Sydney ,-33.851897,151.203638,Image1
226,Sydney ,-33.85172,151.211276,Image1
227,Sydney ,-33.851639,151.211341,Image2
228,Taroonga Zoo ,-33.851607,151.231173,Image3
229,Sydney ,-33.851575,151.211373,Image4
230,Sydney ,-33.851408,151.211351,Image1
231,Sydney ,-33.851392,151.211351,Image1
232,Sydney ,-33.85136,151.211383,Image2
233,Sydney ,-33.851355,151.211383,Image3
234,Taroonga Zoo ,-33.851146,151.234198,Image4
235,Sydney ,-33.851103,151.211802,Image1
236,Sydney ,-33.851049,151.211802,Image1
237,Sydney ,-33.850881,151.211978,Image2
238,Sydney ,-33.850877,151.212006,Image3
239,Sydney ,-33.850867,151.212746,Image4
240,Sydney ,-33.850858,151.212017,Image1
241,Sydney ,-33.850834,151.211979,Image1
242,Sydney ,-33.850829,151.211823,Image2
243,Sydney ,-33.850824,151.212762,Image3
244,Sydney ,-33.850781,151.211904,Image4
245,Sydney ,-33.850765,151.21207,Image1
246,Sydney ,-33.850754,151.211823,Image1
247,Sydney ,-33.850727,151.211813,Image2
248,Sydney ,-33.850722,151.211931,Image3
249,Sydney ,-33.850719,151.211944,Image4
250,Sydney ,-33.850692,151.211944,Image1
251,Sydney ,-33.850661,151.211944,Image1
252,Taroonga Zoo ,-33.850491,151.23614,Image2
253,Sydney ,-33.85049,151.207844,Image3
254,Sydney ,-33.850486,151.212751,Image4
255,Sydney ,-33.850448,151.212762,Image1
256,Sydney ,-33.850419,151.257672,Image1
257,Sydney ,-33.850309,151.212092,Image2
258,Sydney ,-33.849729,151.212424,Image3
259,Sydney ,-33.849496,151.210563,Image4
260,Sydney ,-33.849394,151.259142,Image1
261,Sydney ,-33.849377,151.210767,Image1
262,Sydney ,-33.849365,151.210836,Image2
263,Sydney ,-33.849306,151.210767,Image3
264,Sydney ,-33.847942,151.262414,Image4
265,Sydney ,-33.847647,151.263314,Image1
266,Sydney ,-33.847608,151.263444,Image1
267,Sydney ,-33.847389,151.264103,Image2
268,Sydney ,-33.847315,151.212751,Image3
269,Sydney ,-33.846933,151.265256,Image4
270,Sydney ,-33.846767,151.265633,Image1
271,Taroonga Zoo ,-33.846564,151.239112,Image1
272,Taroonga Zoo ,-33.84643,151.239273,Image2
273,Taroonga Zoo ,-33.846398,151.239305,Image3
274,Sydney ,-33.8463,151.266619,Image4
275,Sydney ,-33.845994,151.267206,Image1
276,Sydney ,-33.845656,151.270444,Image1
277,Taroonga Zoo ,-33.844767,151.2418,Image2
278,Taroonga Zoo ,-33.844735,151.241285,Image3
279,Taroonga Zoo ,-33.844714,151.241537,Image4
280,Taroonga Zoo ,-33.844687,151.241499,Image1
281,Taroonga Zoo ,-33.844622,151.242588,Image1
282,Taroonga Zoo ,-33.844435,151.240957,Image2
283,Taroonga Zoo ,-33.844306,151.240845,Image3
284,Taroonga Zoo ,-33.844285,151.242282,Image4
285,Taroonga Zoo ,-33.844188,151.241703,Image1
286,Taroonga Zoo ,-33.844166,151.243844,Image1
287,Taroonga Zoo ,-33.844161,151.243844,Image2
288,Taroonga Zoo ,-33.84415,151.241708,Image3
289,Taroonga Zoo ,-33.844145,151.243479,Image4
290,Sydney ,-33.844139,151.259844,Image1
291,Taroonga Zoo ,-33.844129,151.24343,Image1
292,Taroonga Zoo ,-33.844102,151.241918,Image2
293,Taroonga Zoo ,-33.844091,151.243398,Image3
294,Taroonga Zoo ,-33.844059,151.243355,Image4
295,Taroonga Zoo ,-33.844022,151.243334,Image1
296,Sydney ,-33.843967,151.277997,Image1
297,Taroonga Zoo ,-33.843957,151.240636,Image2
298,Taroonga Zoo ,-33.843898,151.242674,Image3
299,Watsons Bay ,-33.843892,151.278578,Image4
300,Taroonga Zoo ,-33.843866,151.2407,Image1
301,Taroonga Zoo ,-33.843839,151.242502,Image1
302,Taroonga Zoo ,-33.843823,151.242223,Image2
303,Taroonga Zoo ,-33.843812,151.242293,Image3
304,Sydney ,-33.843769,151.279358,Image4
305,Taroonga Zoo ,-33.843727,151.240201,Image1
306,Watsons Bay ,-33.843703,151.284728,Image1
307,Watsons Bay ,-33.8437,151.284722,Image2
308,Sydney ,-33.843692,151.280928,Image3
309,Sydney ,-33.843625,151.280844,Image4
310,Sydney ,-33.843617,151.280928,Image1
311,Watsons Bay ,-33.8436,151.280675,Image1
312,Taroonga Zoo ,-33.843598,151.240904,Image2
313,Sydney ,-33.843567,151.281039,Image3
314,Watsons Bay ,-33.84355,151.283567,Image4
315,Taroonga Zoo ,-33.843528,151.240137,Image1
316,Watsons Bay ,-33.843517,151.28445,Image1
317,Taroonga Zoo ,-33.843512,151.241,Image2
318,Taroonga Zoo ,-33.843507,151.243312,Image3
319,Taroonga Zoo ,-33.843496,151.243162,Image4
320,Watsons Bay ,-33.843489,151.283775,Image1
321,Taroonga Zoo ,-33.843474,151.241043,Image1
322,Watsons Bay ,-33.843472,151.283978,Image2
323,Taroonga Zoo ,-33.843469,151.243189,Image3
324,Taroonga Zoo ,-33.843458,151.242781,Image4
325,Taroonga Zoo ,-33.843448,151.241714,Image1
326,Watsons Bay ,-33.843419,151.281303,Image1
327,Watsons Bay ,-33.843414,151.281306,Image2
328,Watsons Bay ,-33.843408,151.281389,Image3
329,Watsons Bay ,-33.843406,151.281281,Image4
330,Taroonga Zoo ,-33.843405,151.240008,Image1
331,Taroonga Zoo ,-33.843399,151.240684,Image1
332,Watsons Bay ,-33.843394,151.284222,Image2
333,Taroonga Zoo ,-33.843389,151.241129,Image3
334,Watsons Bay ,-33.843386,151.284383,Image4
335,Taroonga Zoo ,-33.843383,151.241263,Image1
336,Taroonga Zoo ,-33.843367,151.241891,Image1
337,Taroonga Zoo ,-33.843356,151.241167,Image2
338,Taroonga Zoo ,-33.843351,151.241859,Image3
339,Watsons Bay ,-33.84335,151.281664,Image4
340,Taroonga Zoo ,-33.843346,151.241242,Image1
341,Taroonga Zoo ,-33.84334,151.241242,Image1
342,Taroonga Zoo ,-33.843335,151.243607,Image2
343,Taroonga Zoo ,-33.843324,151.240625,Image3
344,Taroonga Zoo ,-33.843314,151.241204,Image4
345,Taroonga Zoo ,-33.843303,151.241204,Image1
346,Taroonga Zoo ,-33.843212,151.243001,Image1
347,Taroonga Zoo ,-33.843196,151.239885,Image2
348,Taroonga Zoo ,-33.843174,151.240587,Image3
349,Taroonga Zoo ,-33.843158,151.240587,Image4
350,Taroonga Zoo ,-33.843153,151.242765,Image1
351,Taroonga Zoo ,-33.843137,151.242755,Image1
352,Watsons Bay ,-33.843131,151.281608,Image2
353,Taroonga Zoo ,-33.84312,151.240979,Image3
354,Taroonga Zoo ,-33.843115,151.240566,Image4
355,Taroonga Zoo ,-33.843104,151.240925,Image1
356,Taroonga Zoo ,-33.843072,151.24085,Image1
357,Taroonga Zoo ,-33.842986,151.242197,Image2
358,Taroonga Zoo ,-33.842981,151.243457,Image3
359,Taroonga Zoo ,-33.842976,151.24365,Image4
360,Taroonga Zoo ,-33.842933,151.243441,Image1
361,Taroonga Zoo ,-33.842906,151.243409,Image1
362,Taroonga Zoo ,-33.842884,151.239557,Image2
363,Taroonga Zoo ,-33.842879,151.239649,Image3
364,Taroonga Zoo ,-33.842809,151.239563,Image4
365,Taroonga Zoo ,-33.842799,151.239509,Image1
366,Taroonga Zoo ,-33.842788,151.23945,Image1
367,Taroonga Zoo ,-33.842782,151.239413,Image2
368,Taroonga Zoo ,-33.842772,151.239429,Image3
369,Taroonga Zoo ,-33.84275,151.240689,Image4
370,Taroonga Zoo ,-33.84274,151.243634,Image1
371,Taroonga Zoo ,-33.842713,151.239273,Image1
372,Taroonga Zoo ,-33.842707,151.240705,Image2
373,Taroonga Zoo ,-33.842702,151.240705,Image3
374,Taroonga Zoo ,-33.842686,151.24136,Image4
375,Taroonga Zoo ,-33.842681,151.241253,Image1
376,Taroonga Zoo ,-33.842648,151.241322,Image1
377,Taroonga Zoo ,-33.842627,151.241306,Image2
378,Taroonga Zoo ,-33.842584,151.239354,Image3
379,Taroonga Zoo ,-33.842439,151.240453,Image4
380,Taroonga Zoo ,-33.842428,151.240501,Image1
381,Taroonga Zoo ,-33.842139,151.241703,Image1
382,Sydney ,-33.842053,151.261947,Image2
383,Sydney ,-33.837475,151.266544,Image3
384,Sydney ,-33.837064,151.266897,Image4
385,Sydney ,-33.836506,151.267375,Image1
386,Sydney ,-33.833731,151.269989,Image1
387,Sydney ,-33.828953,151.274989,Image2
388,Sydney ,-33.828786,151.275122,Image3
389,Sydney ,-33.828533,151.275331,Image4
390,Sydney ,-33.827025,151.276286,Image1
391,Sydney ,-33.823569,151.276961,Image1
392,Parramata River ,-33.822451,151.078764,Image2
393,Parramata River ,-33.82245,151.078764,Image3
394,Sydney ,-33.822358,151.277081,Image4
395,Parramata River ,-33.821603,151.082158,Image1
396,Sydney ,-33.820861,151.277231,Image1
397,Sydney ,-33.816544,151.277858,Image2
398,Sydney ,-33.814522,151.278239,Image3
399,Manly ,-33.813542,151.261069,Image4
400,Manly ,-33.813492,151.261261,Image1
401,Manly ,-33.813414,151.262508,Image1
402,Sydney ,-33.8134,151.278431,Image2
403,Manly ,-33.812433,151.265283,Image3
404,Manly ,-33.812208,151.266067,Image4
405,Manly ,-33.811944,151.259461,Image1
406,Manly ,-33.811503,151.258342,Image1
407,Manly ,-33.811436,151.258208,Image2
408,Manly ,-33.811431,151.258203,Image3
409,Manly ,-33.811356,151.257817,Image4
410,Manly ,-33.811286,151.256847,Image1
411,Manly ,-33.811194,151.256506,Image1
412,Manly ,-33.810911,151.266989,Image2
413,Manly ,-33.810886,151.255828,Image3
414,Manly ,-33.810878,151.255792,Image4
415,Manly ,-33.810864,151.255744,Image1
416,Manly ,-33.810719,151.267075,Image1
417,Manly ,-33.810683,151.273628,Image2
418,Manly ,-33.810678,151.273636,Image3
419,Manly ,-33.810564,151.254581,Image4
420,Manly ,-33.810547,151.254678,Image1
421,Manly ,-33.810253,151.27335,Image1
422,Manly ,-33.810092,151.267547,Image2
423,Manly ,-33.8096,151.271647,Image3
424,Manly ,-33.809592,151.271633,Image4
425,Manly ,-33.809289,151.270769,Image1
426,Manly ,-33.809081,151.270267,Image1
427,Manly ,-33.809042,151.270022,Image2
428,Manly ,-33.808625,151.269881,Image3
429,Manly ,-33.807917,151.269011,Image4
430,Manly ,-33.807903,151.2691,Image1
431,Manly ,-33.807869,151.26905,Image1
432,Manly ,-33.807858,151.269053,Image2
433,Manly ,-33.806919,151.273542,Image3
434,Manly ,-33.806917,151.273544,Image4
435,Manly ,-33.806306,151.272733,Image1
436,Manly ,-33.805806,151.253083,Image1
437,Manly ,-33.805728,151.253122,Image2
438,Manly ,-33.804633,151.270828,Image3
439,Manly ,-33.803233,151.252608,Image4
440,Manly ,-33.803169,151.25295,Image1
441,Manly ,-33.80315,151.252931,Image1
442,Manly ,-33.802997,151.250067,Image2
443,Manly ,-33.802864,151.250486,Image3
444,Manly ,-33.802861,151.25295,Image4
445,Manly ,-33.802856,151.250494,Image1
446,Manly ,-33.802506,151.252733,Image1
447,Manly ,-33.802333,151.250089,Image2
448,Manly ,-33.802011,151.250292,Image3
449,Manly ,-33.801597,151.247931,Image4
450,Manly ,-33.801569,151.248831,Image1
451,Manly ,-33.801517,151.247433,Image1
452,Manly ,-33.801503,151.247367,Image2
453,Manly ,-33.801478,151.248942,Image3
454,Manly ,-33.801439,151.248942,Image4
455,Manly ,-33.801264,151.249158,Image1
456,Manly ,-33.801078,151.2493,Image1
457,Manly ,-33.801064,151.249306,Image2
458,Manly ,-33.801058,151.249308,Image3
459,Manly ,-33.800936,151.2494,Image4
460,Manly ,-33.800933,151.2494,Image1
461,Manly ,-33.800922,151.249403,Image1
462,Manly ,-33.800919,151.249403,Image2
463,Manly ,-33.800892,151.250367,Image3
464,Manly ,-33.800428,151.249844,Image4
465,Manly ,-33.800417,151.249853,Image1
466,Manly ,-33.800394,151.250011,Image1
467,Manly ,-33.800386,151.249872,Image2
468,Manly ,-33.800342,151.249856,Image3
469,Manly ,-33.800339,151.249858,Image4
470,Manly ,-33.800336,151.249858,Image1
471,Manly ,-33.800331,151.249864,Image1
472,Manly ,-33.800122,151.250525,Image2
473,Manly ,-33.800119,151.250544,Image3
474,Manly ,-33.800008,151.250833,Image4
475,Manly ,-33.799983,151.25085,Image1
476,Manly ,-33.799417,151.284353,Image1
477,Manly ,-33.798722,151.282744,Image2
478,Manly ,-33.797128,151.287986,Image3
479,Manly ,-33.797114,151.288,Image4
480,Manly ,-33.797011,151.288436,Image1
481,Manly ,-33.797008,151.288433,Image1
482,Manly ,-33.796775,151.287906,Image2
483,Manly ,-33.796167,151.287983,Image3
484,Manly ,-33.796142,151.287628,Image4
485,Manly ,-33.796042,151.287939,Image1
486,Manly ,-33.794128,151.287608,Image1
487,Manly ,-33.794111,151.287944,Image2
488,Manly ,-33.794106,151.287939,Image3
489,Manly ,-33.794103,151.287939,Image4
490,Manly ,-33.794092,151.287925,Image1
491,Manly ,-33.794089,151.287922,Image1
492,Manly ,-33.79405,151.287878,Image2
493,Manly ,-33.794044,151.287869,Image3
494,Manly ,-33.794036,151.287897,Image4
495,Manly ,-33.794033,151.28795,Image1
496,Manly ,-33.794028,151.28795,Image1
497,Manly ,-33.794025,151.287953,Image2
498,Manly ,-33.794022,151.287889,Image3
499,Manly ,-33.794019,151.287906,Image4
500,Manly ,-33.794017,151.287922,Image1
501,Manly ,-33.794014,151.287964,Image1
502,Manly ,-33.794011,151.287947,Image2
503,Manly ,-33.794008,151.287964,Image3
504,Manly ,-33.794006,151.287953,Image4
505,Manly ,-33.794003,151.287969,Image1
506,Manly ,-33.794,151.28795,Image1
507,Manly ,-33.793994,151.28795,Image2
508,Manly ,-33.793992,151.287897,Image3
509,Manly ,-33.793989,151.287917,Image4
510,Manly ,-33.793986,151.287939,Image1
511,Manly ,-33.793967,151.287956,Image1
512,Manly ,-33.793964,151.288025,Image2
513,Manly ,-33.793961,151.288025,Image3
514,Manly ,-33.793958,151.288025,Image4
515,Manly ,-33.793956,151.288028,Image1
516,Manly ,-33.793953,151.288028,Image1
517,Manly ,-33.79395,151.288028,Image2
518,Manly ,-33.793947,151.28795,Image3
519,Manly ,-33.793944,151.28795,Image4
520,Manly ,-33.793936,151.28795,Image1
521,Manly ,-33.793775,151.287458,Image1
522,Manly ,-33.793761,151.287444,Image2
523,Manly ,-33.793694,151.287458,Image3
524,Manly ,-33.793683,151.287453,Image4
525,Manly ,-33.793667,151.287311,Image1
526,Manly ,-33.793664,151.287447,Image1
527,Manly ,-33.793378,151.287431,Image2
528,Manly ,-33.793353,151.28785,Image3
529,Manly ,-33.793311,151.287819,Image4
530,Manly ,-33.793306,151.2874,Image1
531,Manly ,-33.793156,151.287747,Image1
532,Manly ,-33.793136,151.287717,Image2
533,Manly ,-33.793131,151.287358,Image3
534,Manly ,-33.793106,151.287661,Image4
535,Manly ,-33.793014,151.287392,Image1
536,Manly ,-33.792958,151.287406,Image1
537,Manly ,-33.791767,151.287267,Image2
538,Manly ,-33.791439,151.287231,Image3
539,Katoomba ,-33.734786,150.314889,Image4
540,Katoomba ,-33.734767,150.314881,Image1
541,Katoomba ,-33.734764,150.314878,Image1
542,Katoomba ,-33.734761,150.314875,Image2
543,Katoomba ,-33.734639,150.314783,Image3
544,Katoomba ,-33.734633,150.314786,Image4
545,Katoomba ,-33.734611,150.314794,Image1
546,Katoomba ,-33.734578,150.314803,Image1
547,Blue Mountains ,-33.733347,150.300467,Image2
548,Blue Mountains ,-33.733344,150.300467,Image3
549,Blue Mountains ,-33.733328,150.300475,Image4
550,Blue Mountains ,-33.733322,150.300481,Image1
551,Blue Mountains ,-33.733306,150.300497,Image1
552,Blue Mountains ,-33.733106,150.301033,Image2
553,Blue Mountains ,-33.732958,150.300447,Image3
554,Blue Mountains ,-33.732886,150.300531,Image4
555,Blue Mountains ,-33.732856,150.300553,Image1
556,Katoomba ,-33.732839,150.312022,Image1
557,Katoomba ,-33.732836,150.312022,Image2
558,Katoomba ,-33.732833,150.312019,Image3
559,Katoomba ,-33.732831,150.312017,Image4
560,Katoomba ,-33.732828,150.312017,Image1
561,Katoomba ,-33.732822,150.312011,Image1
562,Katoomba ,-33.732819,150.312008,Image2
563,Katoomba ,-33.732772,150.312019,Image3
564,Katoomba ,-33.732625,150.312036,Image4
565,Blue Mountains ,-33.732503,150.300606,Image1
566,Blue Mountains ,-33.732494,150.300606,Image1
567,Blue Mountains ,-33.732483,150.300606,Image2
568,Blue Mountains ,-33.732478,150.300606,Image3
569,Blue Mountains ,-33.732442,150.300597,Image4
570,Blue Mountains ,-33.731564,150.300992,Image1
571,Blue Mountains ,-33.731536,150.301019,Image1
572,Blue Mountains ,-33.731239,150.301186,Image2
573,Blue Mountains ,-33.731206,150.301203,Image3
574,Blue Mountains ,-33.731061,150.301803,Image4
